#F EADL97_LShellRadiativeRates.dat
#U00 This file is a conversion to specfile format of 
#U01 directly extracted EADL97 radiative transition probabilities.
#U02 EADL itself can be found at:
#U03           http://www-nds.iaea.org/epdl97/libsall.htm
#U04 The code used to generate this file has been:
#U05 GenerateEADLShellRadiativeRates.py
#U06

#S 1 L1 emission rates
#N 40
#L Z  TOTAL  L1L2  L1L3  L1M1  L1M2  L1M3  L1M4  L1M5  L1N1  L1N2  L1N3  L1N4  L1N5  L1N6  L1N7  L1O1  L1O2  L1O3  L1O4  L1O5  L1O6  L1O7  L1O8  L1O9  L1P1  L1P2  L1P3  L1P4  L1P5  L1P6  L1P7  L1P8  L1P9  L1P10  L1P11  L1Q1  L1Q2  L1Q3
76  7.0218160E-02  1.0539900E-05  1.5368900E-03  0.0000000E+00  2.3159900E-02  2.8102900E-02  7.1136600E-04  1.0650900E-03  0.0000000E+00  5.7572700E-03  7.4451600E-03  1.0262900E-04  1.6080900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.5348500E-04  1.1991900E-03  5.1270700E-06  7.8035600E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
77  7.5854435E-02  1.0959000E-05  1.7553000E-03  0.0000000E+00  2.5126000E-02  2.9997000E-02  7.9330000E-04  1.1874000E-03  0.0000000E+00  6.2803000E-03  8.0248000E-03  1.1568000E-04  1.8154000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0587000E-03  1.3058000E-03  6.9838000E-06  1.0672000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
78  7.9421332E-02  1.1046000E-05  1.9433000E-03  0.0000000E+00  2.6401900E-02  3.0997900E-02  8.5663800E-04  1.2827000E-03  0.0000000E+00  6.6404900E-03  8.3662800E-03  1.2627000E-04  1.9846000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1580000E-03  1.4149000E-03  9.2531800E-06  1.4195000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
79  8.2253100E-02  1.1017100E-05  2.1298100E-03  0.0000000E+00  2.7449100E-02  3.1676200E-02  9.1515500E-04  1.3698100E-03  0.0000000E+00  6.9459400E-03  8.6325500E-03  1.3630100E-04  2.1463100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2433100E-03  1.4992100E-03  1.1836100E-05  1.8230100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
80  8.6388046E-02  1.1147000E-05  2.3670900E-03  0.0000000E+00  2.8936900E-02  3.2802900E-02  9.9094600E-04  1.4836900E-03  0.0000000E+00  7.3630700E-03  9.0265600E-03  1.4917900E-04  2.3522900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3598900E-03  1.6236900E-03  1.4824900E-05  2.2929900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
81  9.1158935E-02  1.1334000E-05  2.6434900E-03  0.0000000E+00  3.0643900E-02  3.4098900E-02  1.0775000E-03  1.6128900E-03  0.0000000E+00  7.8395700E-03  9.4776700E-03  1.6388900E-04  2.5884900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4921900E-03  1.7633900E-03  1.7920900E-05  2.7854900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5664900E-05  1.3922000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
82  9.8123283E-02  1.1756000E-05  3.0118100E-03  0.0000000E+00  3.3091100E-02  3.6136100E-02  1.1947000E-03  1.7878000E-03  0.0000000E+00  8.5160200E-03  1.0138000E-02  1.8358000E-04  2.9047100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6682000E-03  1.9511000E-03  2.1411000E-05  3.3450100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.5192100E-05  4.2593100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
83  1.0229046E-01  1.1812000E-05  3.3237000E-03  0.0000000E+00  3.4607000E-02  3.7055000E-02  1.2821000E-03  1.9179000E-03  0.0000000E+00  8.9566000E-03  1.0499000E-02  1.9911000E-04  3.1549000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8035000E-03  2.0858000E-03  2.4895000E-05  3.9123000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.6005000E-05  8.3425000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
84  1.0758960E-01  1.1979000E-05  3.7018900E-03  0.0000000E+00  3.6512900E-02  3.8312900E-02  1.3879900E-03  2.0757900E-03  0.0000000E+00  9.4978600E-03  1.0963000E-02  2.1778900E-04  3.4559900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9641900E-03  2.2447900E-03  2.8953900E-05  4.5742800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4057900E-04  1.3764900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
85  1.1226041E-01  1.2054000E-05  4.0903000E-03  0.0000000E+00  3.8209000E-02  3.9270000E-02  1.4898000E-03  2.2277000E-03  0.0000000E+00  9.9961000E-03  1.1347000E-02  2.3619000E-04  3.7540000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1180000E-03  2.3911000E-03  3.3173000E-05  5.2665000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0815000E-04  2.0378000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
86  1.1727899E-01  1.2142000E-05  4.5249900E-03  0.0000000E+00  4.0039900E-02  4.0267900E-02  1.6010000E-03  2.3926900E-03  0.0000000E+00  1.0526000E-02  1.1749000E-02  2.5645900E-04  4.0817900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2835900E-03  2.5445900E-03  3.7832900E-05  6.0288800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9114900E-04  2.8327900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
87  1.2323957E-01  1.2291000E-05  5.0359900E-03  0.0000000E+00  4.2206900E-02  4.1514900E-02  1.7301000E-03  2.5844900E-03  0.0000000E+00  1.1153000E-02  1.2234000E-02  2.7997900E-04  4.4645900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4741900E-03  2.7190900E-03  4.3264900E-05  6.9227800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.7324900E-04  3.6243900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
88  1.2624079E-01  1.2133000E-05  5.4680100E-03  0.0000000E+00  4.3393100E-02  4.1686100E-02  1.8220000E-03  2.7207000E-03  0.0000000E+00  1.1517000E-02  1.2407000E-02  2.9790100E-04  4.7540100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6099000E-03  2.8275100E-03  4.8053100E-05  7.7207100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.4568100E-04  4.3309100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
89  1.3239010E-01  1.2283000E-05  6.0823800E-03  0.0000000E+00  4.5680900E-02  4.2846900E-02  1.9655900E-03  2.9336900E-03  0.0000000E+00  1.2182000E-02  1.2879000E-02  3.2471900E-04  5.1899800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.8174900E-03  3.0068900E-03  5.4478800E-05  8.7851700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.9958800E-04  4.9733800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
90  1.3815928E-01  1.2357000E-05  6.7328800E-03  0.0000000E+00  4.7829800E-02  4.3829900E-02  2.1093900E-03  3.1473900E-03  0.0000000E+00  1.2823000E-02  1.3299000E-02  3.5209900E-04  5.6328800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0226900E-03  3.1755900E-03  6.1245800E-05  9.9072700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.5161800E-04  5.4995800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
91  1.4485050E-01  1.2502000E-05  7.4918000E-03  0.0000000E+00  5.0397000E-02  4.4991000E-02  2.2761000E-03  3.3942000E-03  0.0000000E+00  1.3568000E-02  1.3790000E-02  3.8362000E-04  6.1462000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.2409000E-03  3.3364000E-03  6.7733000E-05  1.0963000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.9295000E-04  5.8405000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
92  1.5378040E-01  1.2789000E-05  8.4398800E-03  0.0000000E+00  5.3755800E-02  4.6756900E-02  2.4852900E-03  3.7035900E-03  0.0000000E+00  1.4528000E-02  1.4467000E-02  4.2325900E-04  6.7838800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.5210900E-03  3.5545900E-03  7.6282800E-05  1.2366000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.3662800E-04  6.1725800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
93  1.6122933E-01  1.2932900E-05  9.3982500E-03  0.0000000E+00  5.6659700E-02  4.7913700E-02  2.6798900E-03  3.9911800E-03  0.0000000E+00  1.5366900E-02  1.4969900E-02  4.6066800E-04  7.3941600E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.7730800E-03  3.7324800E-03  8.4700600E-05  1.3741900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.7428600E-04  6.3482700E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
94  1.6905921E-01  1.3064000E-05  1.0465000E-02  0.0000000E+00  5.9717800E-02  4.9084800E-02  2.8900900E-03  4.3016800E-03  0.0000000E+00  1.6252900E-02  1.5486900E-02  5.0185800E-04  8.0614700E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.0351900E-03  3.9014900E-03  9.3280700E-05  1.5132900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.1345700E-04  6.4422800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
95  1.7775042E-01  1.3231000E-05  1.1686000E-02  0.0000000E+00  6.3093100E-02  5.0361000E-02  3.1254000E-03  4.6467000E-03  0.0000000E+00  1.7241000E-02  1.6049000E-02  5.4779100E-04  8.8109100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.3304000E-03  4.0954000E-03  1.0351000E-04  1.6812000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.5475100E-04  6.5392100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
96  1.8596933E-01  1.3321000E-05  1.2984000E-02  0.0000000E+00  6.6349100E-02  5.1327000E-02  3.3607000E-03  4.9961000E-03  0.0000000E+00  1.8193000E-02  1.6530000E-02  5.9520000E-04  9.5746100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.6226000E-03  4.2773000E-03  1.1474000E-04  1.8667000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.9825100E-04  6.6389100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
97  1.9502993E-01  1.3430000E-05  1.4463000E-02  0.0000000E+00  6.9922000E-02  5.2411000E-02  3.6224000E-03  5.3767000E-03  0.0000000E+00  1.9237000E-02  1.7047000E-02  6.4773000E-04  1.0427000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.9379000E-03  4.4594000E-03  1.2655000E-04  2.0606000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.4341000E-04  6.7365000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
98  2.0364882E-01  1.3462000E-05  1.6033900E-02  0.0000000E+00  7.3402800E-02  5.3209800E-02  3.8855900E-03  5.7628800E-03  0.0000000E+00  2.0245900E-02  1.7477900E-02  7.0130800E-04  1.1301000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.2420800E-03  4.6069900E-03  1.3806000E-04  2.2466900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.9024700E-04  6.8313800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
99  2.1292059E-01  1.3466000E-05  1.7794100E-02  0.0000000E+00  7.7111300E-02  5.4026200E-02  4.1722100E-03  6.1841200E-03  0.0000000E+00  2.1328100E-02  1.7919100E-02  7.6019300E-04  1.2254000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.5745200E-03  4.7696200E-03  1.5145100E-04  2.4654100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.4460300E-04  6.9966200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
100  2.2250052E-01  1.3483100E-05  1.9746100E-02  0.0000000E+00  8.0994300E-02  5.4693200E-02  4.4751200E-03  6.6256300E-03  0.0000000E+00  2.2461100E-02  1.8342100E-02  8.2387400E-04  1.3282100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.9181300E-03  4.9277200E-03  1.6597100E-04  2.7018100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0010000E-03  7.1440300E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00

#S 2 L2 emission rates
#N 40
#L Z  TOTAL  L2L3  L2M1  L2M2  L2M3  L2M4  L2M5  L2N1  L2N2  L2N3  L2N4  L2N5  L2N6  L2N7  L2O1  L2O2  L2O3  L2O4  L2O5  L2O6  L2O7  L2O8  L2O9  L2P1  L2P2  L2P3  L2P4  L2P5  L2P6  L2P7  L2P8  L2P9  L2P10  L2P11  L2Q1  L2Q2  L2Q3
1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
2  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
4  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
5  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
12  3.4113900E-06  5.4527800E-16  3.4113900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
13  1.6053276E-05  3.8392200E-15  1.6053100E-05  0.0000000E+00  1.7561100E-10  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
14  4.7201828E-05  1.9239000E-14  4.7200000E-05  0.0000000E+00  1.8283000E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
15  1.0731952E-04  7.5447100E-14  1.0731000E-04  0.0000000E+00  9.5183200E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
16  2.0746454E-04  2.4803000E-13  2.0743000E-04  0.0000000E+00  3.4537000E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
17  3.5866780E-04  7.1366500E-13  3.5856800E-04  0.0000000E+00  9.9797300E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
18  5.7159497E-04  1.8494000E-12  5.7134900E-04  0.0000000E+00  2.4597000E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
19  8.5628652E-04  4.0944200E-12  8.3541300E-04  0.0000000E+00  4.8141200E-07  0.0000000E+00  0.0000000E+00  2.0392100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
20  1.2219479E-03  8.7337600E-12  1.1957100E-03  0.0000000E+00  8.7467600E-07  0.0000000E+00  0.0000000E+00  2.5363200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
